id,nome_sito,prezzo_sito,prezzo_gipo_ultimo,data_ultima_fattura,prezzo_gipo_modale,n_fatture_12m,esito
ricerca-dna-chlamydia-trachomatis-su-liquido-semin,RICERCA DNA CHLAMYDIA TRACHOMATIS SU LIQUIDO SEMINALE,70.0,70.0,2026-02-13,70.0,2,OK
ricerca-dna-chlamydia-trachomatis-su-tampone-cervi,RICERCA DNA CHLAMYDIA TRACHOMATIS SU TAMPONE CERVICALE,70.0,70.0,2026-02-28,70.0,2,OK
ricerca-dna-chlamydia-trachomatis-su-tampone-uretr,RICERCA DNA CHLAMYDIA TRACHOMATIS SU TAMPONE URETRALE,70.0,70.0,2026-06-20,70.0,1,OK
ricerca-dna-chlamydia-trachomatis-su-tampone-vagin,RICERCA DNA CHLAMYDIA TRACHOMATIS SU TAMPONE VAGINALE,70.0,,,,0,NO_DATI_GIPO
ricerca-dna-chlamydia-trachomatis-su-urine,RICERCA DNA CHLAMYDIA TRACHOMATIS SU URINE,70.0,,,,0,NO_DATI_GIPO
ricerca-dna-neisseria-gonorrhoeae,RICERCA DNA NEISSERIA GONORRHOEAE,70.0,,,,0,NO_DATI_GIPO
ricerca-gardnerella-vaginalis-in-liquido-seminale,RICERCA Gardnerella vaginalis in Liquido Seminale,20.0,20.0,2025-10-07,20.0,2,OK
ricerca-hsv-1-2-tampone-labiale,RICERCA HSV 1-2  Tampone labiale,50.0,50.0,2025-08-27,50.0,1,OK
ricerca-micoplasmi-liquido-seminale,RICERCA MICOPLASMI LIQUIDO SEMINALE,40.0,,,,0,NO_DATI_GIPO
ricerca-micoplasmi-nelle-urine,RICERCA MICOPLASMI NELLE URINE,35.0,,,,0,NO_DATI_GIPO
ricerca-micoplasmi-tampone-uretrale,RICERCA MICOPLASMI TAMPONE URETRALE,12.0,12.0,2026-03-02,12.0,1,OK
ricerca-mycoplasma-e-ureaplasma-tampone-endometria,RICERCA MYCOPLASMA E UREAPLASMA TAMPONE ENDOMETRIALE,15.0,,,,0,NO_DATI_GIPO
ricerca-mycoplasmi-e-ureaplasmi-in-liquido-seminal,RICERCA MYCOPLASMI e UREAPLASMI in Liquido Seminale,40.0,40.0,2026-01-09,40.0,2,OK
ricerca-mycoplasmi-e-ureaplasmi-tampone-cervicale,RICERCA MYCOPLASMI e UREAPLASMI TAMPONE CERVICALE,18.0,18.0,2025-07-22,18.0,1,OK
ricerca-mycoplasmi-e-ureaplasmi-urine,RICERCA MYCOPLASMI e UREAPLASMI URINE,20.5,20.5,2026-03-30,20.5,2,OK
ricerca-neisseria-gonorrhoeae-esame-colturale-tamp,RICERCA NEISSERIA GONORRHOEAE ESAME COLTURALE TAMP. CERVICALE,15.5,15.5,2026-05-28,15.5,13,OK
ricerca-neisseria-gonorrhoeae-esame-colturale-tamp,RICERCA NEISSERIA GONORRHOEAE ESAME COLTURALE TAMP. VAGINALE,15.5,15.5,2026-06-03,15.5,5,OK
ricerca-neisseria-gonorrhoeae-tamp-uretrale,RICERCA NEISSERIA GONORRHOEAE TAMP. URETRALE,12.5,12.5,2026-06-20,12.5,10,OK
ricerca-parassiti-e-uova,RICERCA PARASSITI E UOVA,15.0,,,,0,NO_DATI_GIPO
ricerca-parassiti-e-uova-campione-1,RICERCA PARASSITI E UOVA CAMPIONE 1,15.0,12.0,2026-06-18,12.0,3,MISMATCH
ricerca-parassiti-e-uova-campione-2,RICERCA PARASSITI E UOVA CAMPIONE 2,15.0,12.0,2026-06-25,12.0,3,MISMATCH
ricerca-parassiti-e-uova-campione-3,RICERCA PARASSITI E UOVA CAMPIONE 3,15.0,12.0,2026-06-25,12.0,3,MISMATCH
ricerca-sangue-occulto-feci,RICERCA SANGUE OCCULTO FECI,4.6,4.6,2026-06-27,4.6,26,OK
ricerca-sangue-occulto-feci-campione-1,RICERCA SANGUE OCCULTO FECI CAMPIONE 1,3.9,3.9,2026-06-18,3.9,32,OK
ricerca-sangue-occulto-feci-campione-2,RICERCA SANGUE OCCULTO FECI CAMPIONE 2,3.9,3.9,2026-06-30,3.9,34,OK
ricerca-sangue-occulto-feci-campione-3,RICERCA SANGUE OCCULTO FECI CAMPIONE 3,3.9,3.9,2026-06-26,3.9,33,OK
ricerca-stafilococco-aureo-nelle-feci,RICERCA STAFILOCOCCO AUREO NELLE FECI,30.0,,,,0,NO_DATI_GIPO
ricerca-streptococco-gr-b-streptococcus-agalactiae,RICERCA STREPTOCOCCO GR. B (Streptococcus agalactiae) TAMPONE RETTALE,8.0,8.0,2026-06-30,8.0,137,OK
ricerca-streptococco-gr-b-streptococcus-agalactiae,RICERCA STREPTOCOCCO GR. B (Streptococcus agalactiae) TAMPONE VAGINALE,8.0,8.0,2026-06-30,8.0,137,OK
ricerca-trichomonas-uretrale,RICERCA TRICHOMONAS URETRALE,12.0,12.0,2026-06-04,12.0,12,OK
ricerca-trichomonas-vaginalis,RICERCA TRICHOMONAS VAGINALIS,12.0,12.0,2026-06-29,12.0,198,OK
rickettsia-conori-igg-igm,RICKETTSIA CONORI IGG - IGM,33.0,33.0,2025-10-21,33.0,2,OK
rilevazione-ph-vaginale,RILEVAZIONE pH VAGINALE,10.0,10.0,2026-05-16,10.0,2,OK
riso-ige-specifiche,RISO (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
rosolia-test-di-avidita-igg,ROSOLIA - TEST DI AVIDITA' IgG,54.0,54.0,2025-09-16,54.0,1,OK
rotavirus-ricerca-antigene-nelle-feci,ROTAVIRUS RICERCA ANTIGENE NELLE FECI,11.0,,,,0,NO_DATI_GIPO
salice-salix-caprea-ige-specifiche,SALICE (SALIX CAPREA) (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
salmone-ige-specifiche,SALMONE (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
sardina-ige-specifiche,SARDINA (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
scarafaggio-blatella-germanica-ige-specifiche,SCARAFAGGIO (BLATELLA GERMANICA) (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
scatolo-disbiosi-test,SCATOLO ( Disbiosi test ),45.0,45.0,2026-06-24,45.0,20,OK
scotch-test-ricerca-ossiuri,SCOTCH-TEST RICERCA OSSIURI,12.0,12.0,2026-06-18,12.0,2,OK
screening-assetto-lipidico,screening assetto lipidico,25.0,,,,0,NO_DATI_GIPO
screening-cardiovascolare-base,SCREENING CARDIOVASCOLARE BASE,10.0,,,,0,NO_DATI_GIPO
screening-diabete,Screening diabete,25.0,,,,0,NO_DATI_GIPO
sedano-ige-specifiche,SEDANO (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
segale-secale-cereale-ige-specifiche,SEGALE (SECALE CEREALE) (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
selenio-sierico,SELENIO SIERICO,23.0,23.0,2026-05-27,23.0,6,OK
selenio-urine-f-t,SELENIO URINE F.T.,21.6,,,,0,NO_DATI_GIPO
semi-di-sesamo-ige-specifiche,SEMI DI SESAMO (IgE SPECIFICHE),12.5,12.5,2025-07-08,12.5,1,OK
senape-ige-specifiche,SENAPE (IgE SPECIFICHE),14.0,,,,0,NO_DATI_GIPO
serotonina,SEROTONINA,23.7,23.7,2026-02-02,23.7,2,OK
serotonina-urine-24h,SEROTONINA URINE 24H,21.9,,,,0,NO_DATI_GIPO
sgombro-ige-specifiche,SGOMBRO (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
shbg-sex-hormone-binding-globulin,SHBG (SEX HORMONE BINDING GLOBULIN),25.0,25.0,2026-06-15,25.0,22,OK
sideremia,SIDEREMIA,2.0,2.0,2026-07-01,2.0,382,OK
siero-amiloide-a,SIERO AMILOIDE A,26.5,26.5,2026-06-05,26.5,2,OK
siero-di-latte-ige-specifiche,SIERO DI LATTE (IgE SPECIFICHE),20.0,,,,0,NO_DATI_GIPO
sindrome-dell-x-fragile,SINDROME DELL X FRAGILE,220.0,220.0,2026-06-16,220.0,1,OK
sindrome-di-gilbert,SINDROME DI GILBERT,300.0,300.0,2025-08-23,300.0,1,OK
small-dense-ldl-cholesterol-sd-ldl,SMALL DENSE LDL CHOLESTEROL (SD LDL),295.0,295.0,2025-09-02,295.0,1,OK
smet,SMET,9.63,9.63,2025-12-18,9.63,1,OK
sodio,SODIO,4.7,4.7,2026-06-29,4.7,310,OK
sodio-urine-24h,SODIO URINE 24H,3.3,,,,0,NO_DATI_GIPO
sogliola-ige-specifiche,SOGLIOLA (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
soia-ige-specifiche,SOIA (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
somatomedina-c-igf-1,SOMATOMEDINA C (IGF-1),38.0,38.0,2026-02-26,38.0,3,OK
sordita-congenita-gjb2-cx26-intero-gene,SORDITA' CONGENITA (GJB2/CX26) - INTERO GENE,190.0,190.0,2026-06-16,190.0,1,OK
sordita-congenita-gjb2-cx26-principali-mutazioni,SORDITA' CONGENITA (GJB2/CX26) - PRINCIPALI MUTAZIONI,90.0,,,,0,NO_DATI_GIPO
sordita-congenita-gjb2-cx30-intero-gene,SORDITA' CONGENITA (GJB2/CX30) - INTERO GENE,190.0,,,,0,NO_DATI_GIPO
spermiocoltura-completa,SPERMIOCOLTURA COMPLETA,50.0,50.0,2026-06-25,50.0,88,OK
spermiocoltura-germi-comuni,SPERMIOCOLTURA GERMI COMUNI,22.0,22.0,2026-02-13,22.0,2,OK
spermiogramma-esame-del-liquido-seminale,SPERMIOGRAMMA (esame del liquido seminale),90.0,90.0,2026-06-11,90.0,67,OK
spinaci-ige-specifiche,SPINACI (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
strep-a-rapid-test,STREP A Rapid test,15.0,15.0,2026-06-01,15.0,15,OK
strep-a-rapid-test,STREP A Rapid test,15.0,15.0,2026-06-01,15.0,15,OK
streptococcus-pneumoniae-ag-urinario,STREPTOCOCCUS PNEUMONIAE AG URINARIO,98.0,,,,0,NO_DATI_GIPO
streptozyme,STREPTOZYME,37.9,,,,0,NO_DATI_GIPO
tafano-tabanus-species-ige-specifiche,TAFANO (TABANUS SPECIES) (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
talassemia-beta-screening-23-mutazioni-italiane,TALASSEMIA BETA - SCREENING 23 MUTAZIONI ITALIANE,140.0,,,,0,NO_DATI_GIPO
talassemia-beta-intero-gene,TALASSEMIA BETA- INTERO GENE,190.0,,,,0,NO_DATI_GIPO
tampone-antigenico-sars-cov-2,TAMPONE ANTIGENICO SARS-COV-2,10.5,10.5,2025-09-18,10.5,1,OK
tampone-balano-prepuziale,TAMPONE BALANO - PREPUZIALE,25.0,25.0,2025-12-11,25.0,2,OK
tampone-colturale-endometrio,TAMPONE COLTURALE ENDOMETRIO,25.0,,,,0,NO_DATI_GIPO
tampone-rapido,TAMPONE RAPIDO,10.0,,,,0,NO_DATI_GIPO
tampone-rettale-ricerca-gonorrhoeae,TAMPONE RETTALE - Ricerca Gonorrhoeae,15.5,,,,0,NO_DATI_GIPO
tampone-rettale-ricerca-miceti,TAMPONE RETTALE - Ricerca miceti,8.5,,,,0,NO_DATI_GIPO
tampone-rettale-ricerca-salmonella-shigella,"TAMPONE RETTALE - Ricerca Salmonella, Shigella",13.8,,,,0,NO_DATI_GIPO
tampone-uretrale-in-provetta-sterile-con-terreno-d,TAMPONE URETRALE IN PROVETTA STERILE CON TERRENO DI TRASPORTO STUART,20.0,20.0,2025-08-21,20.0,1,OK
tampone-vaginale-real-time-pcr-dna-ricerca-trichom,TAMPONE VAGINALE REAL-TIME PCR DNA RICERCA TRICHOMONAS VAGINALIS,68.0,,,,0,NO_DATI_GIPO
tamponi-cervico-vaginali-completi,Tamponi cervico vaginali completi,66.3,66.3,2026-07-01,66.3,365,OK
tamponi-vaginali-completi-vaginali,Tamponi Vaginali (completi vaginali),49.5,49.5,2026-02-07,49.5,6,OK
tbg-tiroxine-binding-globuline,TBG (TIROXINE BINDING GLOBULINE),22.0,22.0,2025-11-07,22.0,1,OK
telopeptide-ctx-plasmatico,TELOPEPTIDE (CTX) PLASMATICO,60.0,60.0,2026-06-08,60.0,7,OK
tempo-di-protrombina-pt,TEMPO DI PROTROMBINA (PT),4.0,4.0,2026-06-29,4.0,160,OK
tempo-di-tromboplastina-aptt,TEMPO DI TROMBOPLASTINA (aPTT),4.0,4.0,2026-06-29,4.0,147,OK
teofillina,TEOFILLINA,16.0,,,,0,NO_DATI_GIPO
test-capacitazione,Test Capacitazione,250.0,40.0,2025-11-08,40.0,1,MISMATCH
test-conferma-toxoplasma-anticorpi-igg,TEST CONFERMA TOXOPLASMA ANTICORPI IgG,40.0,,,,0,NO_DATI_GIPO
test-conferma-toxoplasma-anticorpi-igm,TEST CONFERMA TOXOPLASMA ANTICORPI IgM,40.0,,,,0,NO_DATI_GIPO
test-di-capacitazione,TEST DI CAPACITAZIONE,90.0,80.0,2026-05-26,90.0,3,OK
test-di-coombs-diretto,TEST DI COOMBS DIRETTO,15.0,15.0,2026-06-30,15.0,4,OK
test-di-coombs-indiretto,TEST DI COOMBS INDIRETTO,10.0,10.0,2026-06-30,10.0,51,OK
test-di-gravidanza-su-urine,TEST DI GRAVIDANZA SU URINE,7.5,7.5,2026-05-07,7.5,8,OK
test-di-paternit,Test di paternità,220.0,200.0,2026-04-15,220.0,3,OK
test-indagine-di-consanguineit-con-relazione-medic,Test indagine di consanguineità con relazione medico legale,750.0,750.0,2025-08-21,750.0,1,OK
testosterone,TESTOSTERONE,10.0,10.0,2026-06-29,10.0,90,OK
testosterone-biodisponibile,TESTOSTERONE BIODISPONIBILE,45.0,,,,0,NO_DATI_GIPO
testosterone-libero,TESTOSTERONE LIBERO,21.0,21.0,2026-06-22,21.0,39,OK
the-ige-specifiche,THE' (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
tibc-capacita-ferro-legante,TIBC - CAPACITA' FERRO LEGANTE,7.4,7.4,2026-05-21,7.4,10,OK
tiglio-tiglia-cordata-ige-specifiche,TIGLIO (TIGLIA CORDATA) (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
tiocianati-urine-f-t,TIOCIANATI URINE F.T.,30.3,,,,0,NO_DATI_GIPO
tiocianati-urine-i-t,TIOCIANATI URINE I.T.,30.3,,,,0,NO_DATI_GIPO
tipizzazione-linfocitaria-completa,TIPIZZAZIONE LINFOCITARIA COMPLETA,350.0,,,,0,NO_DATI_GIPO
tipizzazione-linfocitaria-singola-t-natural-killer,Tipizzazione linfocitaria singola T Natural Killer,60.0,,,,0,NO_DATI_GIPO
tipizzazione-thla-b27,TIPIZZAZIONE THLA-B27,118.0,,,,0,NO_DATI_GIPO
tireoglobulina,TIREOGLOBULINA,18.8,18.8,2026-06-11,18.8,10,OK
tiroxina-t4,TIROXINA (T4),10.0,,,,0,NO_DATI_GIPO
tiroxina-libera-ft4,TIROXINA LIBERA (FT4),10.0,10.0,2026-07-01,10.0,424,OK
titolo-antistafilolisinico-taf,TITOLO ANTISTAFILOLISINICO (TAF),35.0,,,,0,NO_DATI_GIPO
titolo-antistreptolisinico-tas,TITOLO ANTISTREPTOLISINICO (TAS),7.9,7.9,2026-05-28,7.9,17,OK
tnf-tumor-necrosis-factor,TNF (TUMOR NECROSIS FACTOR),85.0,85.0,2026-03-18,85.0,1,OK
toluene-urine-f-t,TOLUENE URINE F.T.,20.0,,,,0,NO_DATI_GIPO
tonno-ige-specifiche,TONNO (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
toxoplasma-test-di-avidita-igg,TOXOPLASMA - TEST DI AVIDITA' IgG,27.0,27.0,2025-12-05,27.0,2,OK
tpha,TPHA,5.0,5.0,2026-06-30,5.0,105,OK
transaminasi-g-o-t-ast,TRANSAMINASI G.O.T.(AST),2.0,2.0,2026-06-29,2.0,717,OK
transaminasi-g-p-t-alt,TRANSAMINASI G.P.T.(ALT),2.0,2.0,2026-06-29,2.0,712,OK
transferrina,TRANSFERRINA,5.0,5.0,2026-06-30,5.0,103,OK
transferrina-insatura,TRANSFERRINA INSATURA,6.0,6.0,2026-06-22,6.0,13,OK
treponema-pallidum-anticorpi-med-emoa,TREPONEMA PALLIDUM ANTICORPI MED EMOA,80.0,,,,0,NO_DATI_GIPO
trichomonas-urine,TRICHOMONAS URINE,10.0,10.0,2026-06-22,10.0,3,OK
trichomonas-vaginalis-dna,Trichomonas vaginalis DNA,70.0,,,,0,NO_DATI_GIPO
tricloroetanolo-tce-urine-f-t,TRICLOROETANOLO (TCE) URINE F.T.,14.3,,,,0,NO_DATI_GIPO
tricloroetanolo-tce-urine-i-t,TRICLOROETANOLO (TCE) URINE I.T.,14.3,,,,0,NO_DATI_GIPO
trigliceridi,TRIGLICERIDI,2.5,2.5,2026-06-30,2.5,505,OK
triiodotironina-libera-ft3,TRIIODOTIRONINA LIBERA (FT3),9.0,9.0,2026-07-01,9.0,260,OK
triptasi,TRIPTASI,95.0,95.0,2026-02-18,95.0,3,OK
trombofilia-15-mutazioni,Trombofilia-15 mutazioni,150.0,150.0,2026-06-16,150.0,16,OK
troponina-t-alta-sensibilita,TROPONINA T  ALTA SENSIBILITA',19.4,,,,0,NO_DATI_GIPO
trota-ige-specifiche,TROTA (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
tsh-reflex,TSH REFLEX,25.0,25.0,2026-06-27,25.0,10,OK
tunel-test-test-di-frammentazione-del-dna-spermati,TUNEL TEST (Test di frammentazione del DNA spermatico),180.0,180.0,2026-06-08,180.0,4,OK
tuorlo-ige-specifiche,TUORLO (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
tyrophagus-putrescentiae-acari-minori-ige-specific,TYROPHAGUS PUTRESCENTIAE (Acari minori) (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
ureaplasma-parvum-dna,Ureaplasma parvum DNA,75.0,,,,0,NO_DATI_GIPO
ureaplasma-urealyticum-dna,Ureaplasma urealyticum DNA,70.0,,,,0,NO_DATI_GIPO
uricuria-urine-24h,URICURIA URINE 24H,3.99,3.99,2026-03-13,3.99,1,OK
urina-di-ratto-ige-specifiche,URINA DI RATTO (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
urina-di-topo-ige-specifiche,URINA DI TOPO (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
uva-ige-specifiche,UVA (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
vanadio-urine-f-t,VANADIO URINE F.T.,21.6,,,,0,NO_DATI_GIPO
vanadio-urine-i-t,VANADIO URINE I.T.,21.6,,,,0,NO_DATI_GIPO
vaniglia-ige-specifiche,VANIGLIA (IgE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
vdrl,VDRL,8.0,8.0,2026-06-30,8.0,107,OK
ves,VES,4.5,4.5,2026-06-29,4.5,250,OK
vespa-polistes-species-ige-specifiche,VESPA (POLISTES SPECIES) (IgE SPECIFICHE),19.0,19.0,2026-01-29,19.0,3,OK
virus-epatite-b-hbv-reflex,VIRUS EPATITE B (HBV REFLEX),45.0,45.0,2026-06-23,45.0,72,OK
virus-epatite-c-immunoblotting-r-i-b-a,VIRUS EPATITE C IMMUNOBLOTTING (R.I.B.A.),400.0,,,,0,NO_DATI_GIPO
virus-respiratorio-sincinziale-vrs,VIRUS RESPIRATORIO SINCINZIALE (VRS),12.0,,,,0,NO_DATI_GIPO
visite-di-secondo-controllo-torres,Visite di secondo controllo Torres,192.93,,,,0,NO_DATI_GIPO
vit-k,VIT K,323.2,,,,0,NO_DATI_GIPO
vitamina-a,VITAMINA A,35.0,35.0,2026-04-07,35.0,6,OK
vitamina-b1,VITAMINA B1,27.0,27.0,2026-03-14,27.0,5,OK
vitamina-b12,VITAMINA B12,15.5,15.5,2026-07-01,15.5,263,OK
vitamina-b2-ematica,Vitamina B2 ematica,18.0,18.0,2026-03-14,18.0,3,OK
vitamina-b3-nicotinamide,VITAMINA B3 (NICOTINAMIDE),235.0,235.0,2026-02-18,235.0,1,OK
vitamina-b6,VITAMINA B6,31.0,31.0,2026-06-03,31.0,20,OK
vitamina-b9,VITAMINA B9,65.0,,,,0,NO_DATI_GIPO
vitamina-c,VITAMINA C,75.0,75.0,2026-02-18,70.0,2,OK
vitamina-d-25-oh,VITAMINA D (25 OH),16.0,16.0,2026-07-01,16.0,419,OK
vitamina-d-1-25-diidrossi,VITAMINA D 1-25 DIIDROSSI,92.0,92.0,2026-05-25,92.0,1,OK
vitamina-d-3-vitamina-d-25-oh-liposolubile,VITAMINA D 3 - VITAMINA D (25 OH) (LIPOSOLUBILE),38.0,38.0,2025-12-20,38.0,8,OK
vitamina-e,VITAMINA E,30.0,30.0,2026-05-28,30.0,4,OK
vitamina-h,VITAMINA H,100.0,100.0,2026-02-18,100.0,1,OK
vitamina-k,VITAMINA K,324.0,,,,0,NO_DATI_GIPO
von-willebrand-attivita,VON WILLEBRAND ATTIVITA',25.0,,,,0,NO_DATI_GIPO
vongola-ige-specifiche,VONGOLA (IgE SPECIFICHE),19.0,19.0,2026-06-05,19.0,1,OK
weil-felix-anticorpi-anti-rickettsia-proteus,WEIL-FELIX (ANTICORPI ANTI-RICKETTSIA/PROTEUS),18.5,,,,0,NO_DATI_GIPO
widal-wright,WIDAL-WRIGHT,14.5,,,,0,NO_DATI_GIPO
x-fragile-ricerca-gene-fmr1-fraxa,X Fragile - RICERCA gene FMR1 (FRAXA),90.0,90.0,2025-12-01,90.0,4,OK
x-fragile-gene-fmr1-livello-ii,X Fragile gene FMR1 (Livello II),170.0,170.0,2025-10-08,170.0,1,OK
x-fragile-fraxa,X-FRAGILE (FRAXA),100.0,,,,0,NO_DATI_GIPO
xilosio,XILOSIO,53.0,,,,0,NO_DATI_GIPO
yersinia-nelle-feci,YERSINIA NELLE FECI,18.0,,,,0,NO_DATI_GIPO
zanzara-aedes-communis-ige-specifiche,ZANZARA (AEDES COMMUNIS) (IgE SPECIFICHE),12.5,,,,0,NO_DATI_GIPO
zinco,ZINCO,22.0,22.0,2026-03-14,22.0,4,OK
zinco-urine-f-t,ZINCO URINE F.T.,20.0,,,,0,NO_DATI_GIPO
zinco-urine-i-t,ZINCO URINE I.T.,20.0,,,,0,NO_DATI_GIPO
zincoprotoporfirina,ZINCOPROTOPORFIRINA,55.0,,,,0,NO_DATI_GIPO
znt8-abs,ZnT8 Abs,120.0,,,,0,NO_DATI_GIPO
zntb-a,ZNTB A,120.0,,,,0,NO_DATI_GIPO
zonulina-fecale,ZONULINA FECALE,175.0,175.0,2026-06-03,175.0,3,OK
zonulina-sierica,ZONULINA SIERICA,95.5,95.5,2026-06-03,95.5,6,OK
zucca-ihe-specifiche,ZUCCA (IhE SPECIFICHE),19.0,,,,0,NO_DATI_GIPO
